NumAttr,NumOps,NumPubOps,Setters,Getters,Dep_Out,Dep_In,EC_Attr,IC_Attr,EC_Par,IC_Par,Barycenter,Betweenness,Closeness,Eigenvector,HITS.hub,HITS.authority,PageRank,Barycenter-W,Betweenness-W,Closeness-W,Eigenvector-W,HITS.hub-W,HITS.authority-W,PageRank-W,KeyDesign
12,54,29,7,13,29,0,0,5,0,57,0.347368421,0,0,4.40E-13,0.02708137,0,0.000813884,0.140429858,0.006232823,0.003544001,1.44E-178,0.007873861,0.000551097,0.000502744,0
0,2,1,0,1,5,0,0,0,0,4,0.178947368,0,0,4.40E-13,1.96E-05,0,0.000813884,0.089819924,0,0.003544001,1.44E-178,0.00034796,0.000551097,0.000502744,0
0,4,4,0,1,4,0,0,0,0,2,0.221052632,0,0,4.40E-13,4.63E-06,0,0.000813884,0.142390357,0,0,3.72E-189,5.38E-05,0,0.000434363,0
1,7,6,1,2,8,0,0,1,0,9,0.052631579,0,0,4.40E-13,0.01971763,0,0.000813884,0.004574499,0,0,3.72E-189,1.12E-05,0,0.000434363,0
0,1,1,0,0,1,4,0,0,0,0,0,0,0.007673419,0.060459205,0,0.001232033,0.002297629,0,0,0.00347741,5.72E-47,0,1.56E-06,0.001207359,0
0,3,3,0,1,4,0,0,0,0,3,0.221052632,0,0,4.40E-13,4.15E-06,0,0.000813884,0.141155969,0,0,3.72E-189,2.50E-05,0,0.000434363,0
4,14,14,2,5,4,0,0,1,0,4,0.010526316,0,0,4.40E-13,1.24E-21,0,0.000813884,0.000290444,0,0.002681476,5.57E-174,1.73E-05,2.65E-06,0.000487892,0
2,9,9,1,2,6,0,0,2,0,7,0.021052632,0,0,4.40E-13,5.42E-05,0,0.000813884,0.002759222,0,0.002681476,5.57E-174,2.62E-05,2.65E-06,0.000487892,0
1,7,6,1,2,9,0,0,1,0,9,0.052631579,0,0,4.40E-13,0.01971763,0,0.000813884,0.068617485,0.000645587,0.003375817,1.30E-176,0.000261321,0.000114361,0.0004376,0
0,3,3,0,1,4,0,0,0,0,3,0.294736842,0,0,4.40E-13,4.15E-06,0,0.000813884,0.195251234,0,0,3.72E-189,1.06E-05,0,0.000434363,0
1,7,6,1,2,9,0,0,1,0,9,0.084210526,0,0,4.40E-13,0.01971763,0,0.000813884,0.005227999,1.36E-05,0.001902922,1.05E-173,1.12E-05,1.29E-06,0.000458876,0
1,8,4,0,1,4,1,0,1,0,6,0.031578947,6.80E-06,0.001841621,1.67E-11,1.31E-05,-2.06E-20,0.001505441,0.041678769,0,0.002539295,8.35E-174,0.008611791,3.96E-05,0.000649489,0
2,9,9,0,7,6,0,0,1,0,10,0,0,0,4.40E-13,0,0,0.000813884,0.002904444,0,0,3.72E-189,8.20E-08,0,0.000434363,0
0,2,2,0,1,4,0,0,0,0,3,0.031578947,0,0,4.40E-13,1.96E-05,0,0.000813884,0.02388905,0,0,3.72E-189,0.00023013,0,0.000434363,0
2,7,7,0,4,2,0,0,2,0,3,0,0,0,4.40E-13,0,0,0.000813884,0.004356666,0,0.000240211,0.48022284,4.47E-07,9.38E-135,0.00429496,0
4,42,40,7,7,10,0,0,3,0,34,0,0,0,4.40E-13,0,0,0.000813884,0.001307,6.80E-06,0.000220994,0.877146524,2.58E-136,4.88E-06,0.004713537,0
0,2,2,0,0,3,0,0,0,0,2,0.063157895,0,0,4.40E-13,-8.94E-22,0,0.000813884,0.031658437,0.000268428,0.002949044,3.90E-176,0.000907766,0.000364386,0.000478066,0
1,6,5,1,2,4,0,0,0,0,3,0.231578947,0,0,4.40E-13,6.86E-05,0,0.000813884,0.212097008,0,0,3.72E-189,0.000368323,0,0.000434363,0
2,36,24,7,9,11,1,0,0,1,27,0.105263158,2.04E-05,0.001841621,1.67E-11,4.38E-05,1.88E-05,0.001159663,0.207885565,0.00010776,0.003629205,1.44E-178,0.001559388,0.000565362,0.000608231,0
1,4,4,0,0,4,0,0,1,0,4,0.031578947,0,0,4.40E-13,1.31E-05,0,0.000813884,0.03579727,0.000509674,0.003544001,1.44E-178,0.008362766,0.000551097,0.000502744,0
3,1,1,0,0,4,0,0,1,0,2,0.010526316,0,0,4.40E-13,-6.13E-20,0,0.000813884,0.02185594,0,0,3.72E-189,0.000244903,0,0.000434363,0
2,8,8,1,4,4,2,0,1,0,5,0,0,0.006445672,7.75E-09,0,6.30E-06,0.001858914,0,0,0.005636832,1.58E-10,0,0.001256213,0.000578372,0
1,3,2,0,0,3,1,1,0,1,4,0.126315789,1.70E-05,0.001841621,1.67E-11,-2.32E-20,-5.37E-20,0.001505441,0.030932326,0.000161397,0.003290543,3.90E-176,0.000842819,7.91E-06,0.001010436,0
